source,target,topic,similarity,heuristic_relation,relation_label,source_stance,target_stance,source_sentence,target_sentence
40,95,nuclear energy,0.7366949319839478,attack,,pro,contra,"Fără baterii care să stocheze energia regenerabilă pe o perioadă de luni și nu doar zile, Statele Unite nu vor atinge 100% energie regenerabilă în acest secol și vor trebui să se bazeze fie pe combustibili fosili cu captarea carbonului, fie pe energia nucleară, a spus Chu, concluzionand că „deși energia nucleară are multe lucruri rele, este fără carbon”.","Deci energia nucleară , care poate genera doar electricitate , este aproape irelevantă ."
43,119,nuclear energy,0.7412023544311523,attack,,pro,contra,"Centralele nucleare sunt, de asemenea, sigure pentru muncitori.",Afirmațiile conform cărora energia nucleară este „sigură” nu au mai multe temelii decât terenul pe care se află centrala electrică decimată de la Fukushima.
24,43,nuclear energy,0.7103928923606873,support,,pro,pro,Energia nucleară oferă alte beneficii pe lângă aerul curat.,"Centralele nucleare sunt, de asemenea, sigure pentru muncitori."
44,135,nuclear energy,0.7435241937637329,attack,,pro,contra,"În primul rând, dacă Australia nu utilizează energia nucleară, Australia ar elibera gaze cu efect de seră.","Dacă Australia ar avea o centrală nucleară și ar avea o prăbușire, Australia ar fi devastată."
44,113,nuclear energy,0.7125115394592285,attack,,pro,contra,"În primul rând, dacă Australia nu utilizează energia nucleară, Australia ar elibera gaze cu efect de seră.","Ce rost are energia nucleară în Austraila, este doar o talie a spațiului."
45,98,nuclear energy,0.7630349397659302,attack,,pro,contra,"Fuziunea nucleară este o realitate, am observat-o în univers, dar construirea unui reactor capabil să o producă și să o conțină este încă la câteva decenii - unii spun că nu va ajunge până la mijlocul acestui secol cel mai devreme (17, p7-8).","De-a lungul timpului, combustibilul nuclear uzat se descompune la niveluri radioactive sigure, dar acest proces durează zeci de mii de ani."
45,139,nuclear energy,0.7602325677871704,attack,,pro,contra,"Fuziunea nucleară este o realitate, am observat-o în univers, dar construirea unui reactor capabil să o producă și să o conțină este încă la câteva decenii - unii spun că nu va ajunge până la mijlocul acestui secol cel mai devreme (17, p7-8).","În plus, dacă autoritățile de reglementare reautorizează centralele nucleare pentru încă 20 de ani și încep să construiască altele noi care vor funcționa timp de 60 de ani, atunci nu va exista nicio „tranziție” la energie curată până aproape de sfârșitul acestui secol."
45,128,nuclear energy,0.7143287658691406,attack,,pro,contra,"Fuziunea nucleară este o realitate, am observat-o în univers, dar construirea unui reactor capabil să o producă și să o conțină este încă la câteva decenii - unii spun că nu va ajunge până la mijlocul acestui secol cel mai devreme (17, p7-8).","Deși construirea de centrale nucleare sigure poate fi fezabilă și poate ajuta la satisfacerea nevoilor de energie în creștere pe termen scurt, ignorarea implicațiilor pe termen lung ale energiei nucleare poate duce la probleme și mai mari."
47,144,nuclear energy,0.7137236595153809,attack,,pro,contra,Noile sisteme de reprocesare nucleară reduc riscurile de utilizare a armelor Sistemele de reprocesare pot fi proiectate pentru a face mai dificilă redirecționarea combustibilului nuclear în materiale nucleare de calitate pentru arme.,"Mai rău, industria nucleară vrea să reproceseze deșeurile pentru a obține mai multă energie din uraniu din ce în ce mai rar."
47,128,nuclear energy,0.6907678842544556,attack,,pro,contra,Noile sisteme de reprocesare nucleară reduc riscurile de utilizare a armelor Sistemele de reprocesare pot fi proiectate pentru a face mai dificilă redirecționarea combustibilului nuclear în materiale nucleare de calitate pentru arme.,"Deși construirea de centrale nucleare sigure poate fi fezabilă și poate ajuta la satisfacerea nevoilor de energie în creștere pe termen scurt, ignorarea implicațiilor pe termen lung ale energiei nucleare poate duce la probleme și mai mari."
47,65,nuclear energy,0.6738907098770142,support,,pro,pro,Noile sisteme de reprocesare nucleară reduc riscurile de utilizare a armelor Sistemele de reprocesare pot fi proiectate pentru a face mai dificilă redirecționarea combustibilului nuclear în materiale nucleare de calitate pentru arme.,"Iar următoarea generație de reactoare nucleare va fi și mai ieftină, mai sigură și mai ecologică."
20,49,nuclear energy,0.7385872602462769,support,,pro,pro,Energia nucleară este sursa cea mai sigură.,"Această tehnologie sa dovedit deja a fi sigură și controlabilă, cu mult peste cea a altor nucleare."
43,49,nuclear energy,0.7055193185806274,support,,pro,pro,"Centralele nucleare sunt, de asemenea, sigure pentru muncitori.","Această tehnologie sa dovedit deja a fi sigură și controlabilă, cu mult peste cea a altor nucleare."
49,60,nuclear energy,0.6708323955535889,support,,pro,pro,"Această tehnologie sa dovedit deja a fi sigură și controlabilă, cu mult peste cea a altor nucleare.",Industria nucleară este puternic reglementată.
50,96,nuclear energy,0.7743096351623535,attack,,pro,contra,"În ciuda depășirii costurilor de construcție, majoritatea centralelor nucleare produc energie electrică la costuri competitive.","Întrucât centralele nucleare sunt renumite pentru depășirile de costuri, o cifră mai mare este mult mai probabilă."
50,79,nuclear energy,0.7623669505119324,support,,pro,pro,"În ciuda depășirii costurilor de construcție, majoritatea centralelor nucleare produc energie electrică la costuri competitive.","Cantitatea de combustibil necesară unei centrale nucleare este comparativ mai mică decât cea cerută de alte centrale electrice, deoarece energia eliberată de fisiunea nucleară este de aproximativ zece milioane de ori mai mare decât cantitatea de energie eliberată de atomul de combustibil fosil."
50,84,nuclear energy,0.7427057027816772,attack,,pro,contra,"În ciuda depășirii costurilor de construcție, majoritatea centralelor nucleare produc energie electrică la costuri competitive.","Ei susțin că, atunci când sunt luate în considerare toate etapele consumatoare de energie ale lanțului de combustibil nuclear, de la extracția de uraniu până la dezafectarea nucleară, energia nucleară nu este o sursă de electricitate cu emisii scăzute de carbon."
53,139,nuclear energy,0.7246357202529907,attack,,pro,contra,"Deși scăderea combustibililor fosili nu a fost o problemă în anii 1950 când s-au deschis primele centrale nucleare comerciale (2) în întreaga lume, era clar că există un potențial de generare eficientă a energiei mai curate, care ar putea face față cu ușurință cerințelor tot mai mari ale viitorului.","În plus, dacă autoritățile de reglementare reautorizează centralele nucleare pentru încă 20 de ani și încep să construiască altele noi care vor funcționa timp de 60 de ani, atunci nu va exista nicio „tranziție” la energie curată până aproape de sfârșitul acestui secol."
53,128,nuclear energy,0.7170624732971191,attack,,pro,contra,"Deși scăderea combustibililor fosili nu a fost o problemă în anii 1950 când s-au deschis primele centrale nucleare comerciale (2) în întreaga lume, era clar că există un potențial de generare eficientă a energiei mai curate, care ar putea face față cu ușurință cerințelor tot mai mari ale viitorului.","Deși construirea de centrale nucleare sigure poate fi fezabilă și poate ajuta la satisfacerea nevoilor de energie în creștere pe termen scurt, ignorarea implicațiilor pe termen lung ale energiei nucleare poate duce la probleme și mai mari."
53,54,nuclear energy,0.7078779935836792,support,,pro,pro,"Deși scăderea combustibililor fosili nu a fost o problemă în anii 1950 când s-au deschis primele centrale nucleare comerciale (2) în întreaga lume, era clar că există un potențial de generare eficientă a energiei mai curate, care ar putea face față cu ușurință cerințelor tot mai mari ale viitorului.","Atât energia nucleară, cât și cea regenerabilă sunt generatoare de energie electrică curată, fără emisii de carbon, care ar trebui sprijinite, dar viziunea conform căreia sursele regenerabile singure pot face treaba în următoarele câteva decenii este o iluzie."
54,95,nuclear energy,0.7676834464073181,attack,,pro,contra,"Atât energia nucleară, cât și cea regenerabilă sunt generatoare de energie electrică curată, fără emisii de carbon, care ar trebui sprijinite, dar viziunea conform căreia sursele regenerabile singure pot face treaba în următoarele câteva decenii este o iluzie.","Deci energia nucleară , care poate genera doar electricitate , este aproape irelevantă ."
8,54,nuclear energy,0.7565542459487915,support,,pro,pro,"Iar energia nucleară are emisii mai mici de gaze cu efect de seră decât alte surse de energie, în special cărbunele, deci este considerată un furnizor curat de energie electrică.","Atât energia nucleară, cât și cea regenerabilă sunt generatoare de energie electrică curată, fără emisii de carbon, care ar trebui sprijinite, dar viziunea conform căreia sursele regenerabile singure pot face treaba în următoarele câteva decenii este o iluzie."
57,97,nuclear energy,0.8076789975166321,attack,,pro,contra,Centralele nucleare nu produc gaze cu efect de seră la fel ca cele alimentate cu cărbune sau gaze naturale.,"Cu toate acestea, centralele nucleare nu reprezintă o îmbunătățire semnificativă față de centralele convenționale pe cărbune, în ciuda afirmațiilor că nuclearul este „energia aerului curat”. ’"
57,84,nuclear energy,0.8073185682296753,attack,,pro,contra,Centralele nucleare nu produc gaze cu efect de seră la fel ca cele alimentate cu cărbune sau gaze naturale.,"Ei susțin că, atunci când sunt luate în considerare toate etapele consumatoare de energie ale lanțului de combustibil nuclear, de la extracția de uraniu până la dezafectarea nucleară, energia nucleară nu este o sursă de electricitate cu emisii scăzute de carbon."
59,142,nuclear energy,0.8292015790939331,attack,,pro,contra,"Energia nucleară, în virtutea dimensiunii sale mari, a producției centralizate de energie electrică și a dependenței de experți, era potrivită pentru control de către birocrațiile de stat.","Energia nucleară este modalitatea supremă de centralizare a puterii, punând-o în mâinile experților, corporațiilor multinaționale și a guvernelor mari."
59,60,nuclear energy,0.7336437702178955,support,,pro,pro,"Energia nucleară, în virtutea dimensiunii sale mari, a producției centralizate de energie electrică și a dependenței de experți, era potrivită pentru control de către birocrațiile de stat.",Industria nucleară este puternic reglementată.
50,59,nuclear energy,0.7139445543289185,support,,pro,pro,"În ciuda depășirii costurilor de construcție, majoritatea centralelor nucleare produc energie electrică la costuri competitive.","Energia nucleară, în virtutea dimensiunii sale mari, a producției centralizate de energie electrică și a dependenței de experți, era potrivită pentru control de către birocrațiile de stat."
60,142,nuclear energy,0.687523603439331,attack,,pro,contra,Industria nucleară este puternic reglementată.,"Energia nucleară este modalitatea supremă de centralizare a puterii, punând-o în mâinile experților, corporațiilor multinaționale și a guvernelor mari."
9,60,nuclear energy,0.682500422000885,support,,pro,pro,"În plus, energia nucleară este o industrie tehnologică intensivă în care Statele Unite au condus în mod tradițional lumea.",Industria nucleară este puternic reglementată.
20,62,nuclear energy,0.7496404647827148,support,,pro,pro,Energia nucleară este sursa cea mai sigură.,Avantaje Energia nucleară poate genera o cantitate mare de energie fără a arunca poluarea aerului în timpul funcționării.
62,66,nuclear energy,0.7470680475234985,support,,pro,pro,Avantaje Energia nucleară poate genera o cantitate mare de energie fără a arunca poluarea aerului în timpul funcționării.,"Susținătorii nucleari susțin, de asemenea, că producția de energie nucleară este constantă, spre deosebire de vânturile instabile și soarele."
65,96,nuclear energy,0.7232296466827393,attack,,pro,contra,"Iar următoarea generație de reactoare nucleare va fi și mai ieftină, mai sigură și mai ecologică.","Întrucât centralele nucleare sunt renumite pentru depășirile de costuri, o cifră mai mare este mult mai probabilă."
53,65,nuclear energy,0.6976402997970581,support,,pro,pro,"Deși scăderea combustibililor fosili nu a fost o problemă în anii 1950 când s-au deschis primele centrale nucleare comerciale (2) în întreaga lume, era clar că există un potențial de generare eficientă a energiei mai curate, care ar putea face față cu ușurință cerințelor tot mai mari ale viitorului.","Iar următoarea generație de reactoare nucleare va fi și mai ieftină, mai sigură și mai ecologică."
20,65,nuclear energy,0.6967122554779053,support,,pro,pro,Energia nucleară este sursa cea mai sigură.,"Iar următoarea generație de reactoare nucleare va fi și mai ieftină, mai sigură și mai ecologică."
66,108,nuclear energy,0.7892626523971558,attack,,pro,contra,"Susținătorii nucleari susțin, de asemenea, că producția de energie nucleară este constantă, spre deosebire de vânturile instabile și soarele.","Furnizarea sa este nesfârșită, spre deosebire de cea a energiei nucleare."
66,84,nuclear energy,0.7313737869262695,attack,,pro,contra,"Susținătorii nucleari susțin, de asemenea, că producția de energie nucleară este constantă, spre deosebire de vânturile instabile și soarele.","Ei susțin că, atunci când sunt luate în considerare toate etapele consumatoare de energie ale lanțului de combustibil nuclear, de la extracția de uraniu până la dezafectarea nucleară, energia nucleară nu este o sursă de electricitate cu emisii scăzute de carbon."
70,144,nuclear energy,0.6663280725479126,attack,,pro,contra,"Costul uraniului, care este folosit ca combustibil în acest proces, este scăzut.","Mai rău, industria nucleară vrea să reproceseze deșeurile pentru a obține mai multă energie din uraniu din ce în ce mai rar."
66,77,nuclear energy,0.6901068687438965,support,,pro,pro,"Susținătorii nucleari susțin, de asemenea, că producția de energie nucleară este constantă, spre deosebire de vânturile instabile și soarele.","De asemenea , dacă știm să controlăm fuziunea atomică , aceleași reacții care alimentează soarele , putem avea energie aproape nelimitată ."
77,108,nuclear energy,0.675993800163269,attack,,pro,contra,"De asemenea , dacă știm să controlăm fuziunea atomică , aceleași reacții care alimentează soarele , putem avea energie aproape nelimitată .","Furnizarea sa este nesfârșită, spre deosebire de cea a energiei nucleare."
62,77,nuclear energy,0.6744997501373291,support,,pro,pro,Avantaje Energia nucleară poate genera o cantitate mare de energie fără a arunca poluarea aerului în timpul funcționării.,"De asemenea , dacă știm să controlăm fuziunea atomică , aceleași reacții care alimentează soarele , putem avea energie aproape nelimitată ."
79,115,nuclear energy,0.7841508984565735,attack,,pro,contra,"Cantitatea de combustibil necesară unei centrale nucleare este comparativ mai mică decât cea cerută de alte centrale electrice, deoarece energia eliberată de fisiunea nucleară este de aproximativ zece milioane de ori mai mare decât cantitatea de energie eliberată de atomul de combustibil fosil.","Comparativ cu 2010 , industria nucleară a produs cu 11 % mai puţină energie electrică în 2012 ."
8,79,nuclear energy,0.7788794040679932,support,,pro,pro,"Iar energia nucleară are emisii mai mici de gaze cu efect de seră decât alte surse de energie, în special cărbunele, deci este considerată un furnizor curat de energie electrică.","Cantitatea de combustibil necesară unei centrale nucleare este comparativ mai mică decât cea cerută de alte centrale electrice, deoarece energia eliberată de fisiunea nucleară este de aproximativ zece milioane de ori mai mare decât cantitatea de energie eliberată de atomul de combustibil fosil."
79,84,nuclear energy,0.770068883895874,attack,,pro,contra,"Cantitatea de combustibil necesară unei centrale nucleare este comparativ mai mică decât cea cerută de alte centrale electrice, deoarece energia eliberată de fisiunea nucleară este de aproximativ zece milioane de ori mai mare decât cantitatea de energie eliberată de atomul de combustibil fosil.","Ei susțin că, atunci când sunt luate în considerare toate etapele consumatoare de energie ale lanțului de combustibil nuclear, de la extracția de uraniu până la dezafectarea nucleară, energia nucleară nu este o sursă de electricitate cu emisii scăzute de carbon."
83,151,nuclear energy,0.6686322689056396,support,,contra,contra,"În ciuda asigurărilor din partea politicienilor americani și a industriei nucleare că un dezastru similar „nu s-ar putea întâmpla aici”, posibilitatea unui accident nuclear în Statele Unite este foarte reală.","Cu cât sunt construite mai multe centrale nucleare (și adăposturi de depozitare a deșeurilor nucleare), cu atât este mai mare probabilitatea unei eșecuri dezastruoase undeva în lume. """
84,95,nuclear energy,0.8392876982688904,support,,contra,contra,"Ei susțin că, atunci când sunt luate în considerare toate etapele consumatoare de energie ale lanțului de combustibil nuclear, de la extracția de uraniu până la dezafectarea nucleară, energia nucleară nu este o sursă de electricitate cu emisii scăzute de carbon.","Deci energia nucleară , care poate genera doar electricitate , este aproape irelevantă ."
88,163,nuclear energy,0.7832654714584351,support,,contra,contra,Țările mai puțin avansate din punct de vedere tehnic cu centrale nucleare sporesc riscurile de siguranță.,"Cu toate acestea, exploatarea centralelor nucleare mai mult decât a fost planificat inițial poate fi destul de periculoasă, deoarece orice instalație sau aparat tehnic devine de obicei mai supărătoare spre sfârșitul speranței de viață planificate."
88,128,nuclear energy,0.7667783498764038,support,,contra,contra,Țările mai puțin avansate din punct de vedere tehnic cu centrale nucleare sporesc riscurile de siguranță.,"Deși construirea de centrale nucleare sigure poate fi fezabilă și poate ajuta la satisfacerea nevoilor de energie în creștere pe termen scurt, ignorarea implicațiilor pe termen lung ale energiei nucleare poate duce la probleme și mai mari."
88,103,nuclear energy,0.7614591121673584,support,,contra,contra,Țările mai puțin avansate din punct de vedere tehnic cu centrale nucleare sporesc riscurile de siguranță.,"Contribuabilii, nu industria nucleară, își asumă riscurile de dezastru „6 motive împotriva energiei nucleare”."
89,127,nuclear energy,0.657291829586029,support,,contra,contra,Nu este nevoie de nucleare.,"Cu toate acestea, nu există combustibil uzat radioactiv care să fie depozitat sau reprocesat cu surse convenționale de energie regenerabilă."
84,89,nuclear energy,0.6541038751602173,support,,contra,contra,"Ei susțin că, atunci când sunt luate în considerare toate etapele consumatoare de energie ale lanțului de combustibil nuclear, de la extracția de uraniu până la dezafectarea nucleară, energia nucleară nu este o sursă de electricitate cu emisii scăzute de carbon.",Nu este nevoie de nucleare.
22,90,nuclear energy,0.6817151308059692,attack,,pro,contra,Cifrele sale arată că energia nucleară este singura sursă care poate provoca combustibilii fosili care schimbă climatul și distrug mediul pentru supremație în asigurarea nevoilor de energie ale lumii.,"„Energia nucleară nu este o soluție pe termen scurt la provocarea schimbărilor climatice”, scrie Sharon Squassoni în buletinul AIEA."
84,90,nuclear energy,0.6683556437492371,support,,contra,contra,"Ei susțin că, atunci când sunt luate în considerare toate etapele consumatoare de energie ale lanțului de combustibil nuclear, de la extracția de uraniu până la dezafectarea nucleară, energia nucleară nu este o sursă de electricitate cu emisii scăzute de carbon.","„Energia nucleară nu este o soluție pe termen scurt la provocarea schimbărilor climatice”, scrie Sharon Squassoni în buletinul AIEA."
93,151,nuclear energy,0.8301081657409668,support,,contra,contra,"Construirea de noi centrale nucleare ar însemna producerea a mult mai mult din aceste deșeuri periculoase, fără unde să se ducă. ""","Cu cât sunt construite mai multe centrale nucleare (și adăposturi de depozitare a deșeurilor nucleare), cu atât este mai mare probabilitatea unei eșecuri dezastruoase undeva în lume. """
93,144,nuclear energy,0.7751378417015076,support,,contra,contra,"Construirea de noi centrale nucleare ar însemna producerea a mult mai mult din aceste deșeuri periculoase, fără unde să se ducă. ""","Mai rău, industria nucleară vrea să reproceseze deșeurile pentru a obține mai multă energie din uraniu din ce în ce mai rar."
93,148,nuclear energy,0.7553220987319946,support,,contra,contra,"Construirea de noi centrale nucleare ar însemna producerea a mult mai mult din aceste deșeuri periculoase, fără unde să se ducă. ""","Deșeuri radioactive: Întregul lanț de combustibil nuclear, de la minerit la măcinat, procesare, îmbogățire, fabricarea combustibilului și iradierea combustibilului în reactoare, generează deșeuri radioactive."
94,151,nuclear energy,0.6886041164398193,support,,contra,contra,"Reactoarele nucleare sunt ținte majore pentru teroriști: din cauza potențialei amenințări de distrugere în masă, centralele nucleare sunt ținte majore pentru teroriști.","Cu cât sunt construite mai multe centrale nucleare (și adăposturi de depozitare a deșeurilor nucleare), cu atât este mai mare probabilitatea unei eșecuri dezastruoase undeva în lume. """
43,94,nuclear energy,0.6878149509429932,attack,,pro,contra,"Centralele nucleare sunt, de asemenea, sigure pentru muncitori.","Reactoarele nucleare sunt ținte majore pentru teroriști: din cauza potențialei amenințări de distrugere în masă, centralele nucleare sunt ținte majore pentru teroriști."
20,94,nuclear energy,0.6875821352005005,attack,,pro,contra,Energia nucleară este sursa cea mai sigură.,"Reactoarele nucleare sunt ținte majore pentru teroriști: din cauza potențialei amenințări de distrugere în masă, centralele nucleare sunt ținte majore pentru teroriști."
95,132,nuclear energy,0.7729299664497375,support,,contra,contra,"Deci energia nucleară , care poate genera doar electricitate , este aproape irelevantă .","Din nou, fără această indemnizație, fără subvențiile guvernamentale și garanțiile de împrumut și scutiri fiscale, industria nucleară nu ar putea exista; legile pieţei libere nu au voie să se aplice energiei nucleare ."
96,151,nuclear energy,0.7823053002357483,support,,contra,contra,"Întrucât centralele nucleare sunt renumite pentru depășirile de costuri, o cifră mai mare este mult mai probabilă.","Cu cât sunt construite mai multe centrale nucleare (și adăposturi de depozitare a deșeurilor nucleare), cu atât este mai mare probabilitatea unei eșecuri dezastruoase undeva în lume. """
96,163,nuclear energy,0.7726445198059082,support,,contra,contra,"Întrucât centralele nucleare sunt renumite pentru depășirile de costuri, o cifră mai mare este mult mai probabilă.","Cu toate acestea, exploatarea centralelor nucleare mai mult decât a fost planificat inițial poate fi destul de periculoasă, deoarece orice instalație sau aparat tehnic devine de obicei mai supărătoare spre sfârșitul speranței de viață planificate."
84,97,nuclear energy,0.7759476900100708,support,,contra,contra,"Ei susțin că, atunci când sunt luate în considerare toate etapele consumatoare de energie ale lanțului de combustibil nuclear, de la extracția de uraniu până la dezafectarea nucleară, energia nucleară nu este o sursă de electricitate cu emisii scăzute de carbon.","Cu toate acestea, centralele nucleare nu reprezintă o îmbunătățire semnificativă față de centralele convenționale pe cărbune, în ciuda afirmațiilor că nuclearul este „energia aerului curat”. ’"
98,148,nuclear energy,0.7521648406982422,support,,contra,contra,"De-a lungul timpului, combustibilul nuclear uzat se descompune la niveluri radioactive sigure, dar acest proces durează zeci de mii de ani.","Deșeuri radioactive: Întregul lanț de combustibil nuclear, de la minerit la măcinat, procesare, îmbogățire, fabricarea combustibilului și iradierea combustibilului în reactoare, generează deșeuri radioactive."
98,144,nuclear energy,0.7161926031112671,support,,contra,contra,"De-a lungul timpului, combustibilul nuclear uzat se descompune la niveluri radioactive sigure, dar acest proces durează zeci de mii de ani.","Mai rău, industria nucleară vrea să reproceseze deșeurile pentru a obține mai multă energie din uraniu din ce în ce mai rar."
96,99,nuclear energy,0.7248774170875549,support,,contra,contra,"Întrucât centralele nucleare sunt renumite pentru depășirile de costuri, o cifră mai mare este mult mai probabilă.",Construcția centralei nucleare depășește timpul și depășește bugetul „Cazul împotriva energiei nucleare”.
99,128,nuclear energy,0.7163559198379517,support,,contra,contra,Construcția centralei nucleare depășește timpul și depășește bugetul „Cazul împotriva energiei nucleare”.,"Deși construirea de centrale nucleare sigure poate fi fezabilă și poate ajuta la satisfacerea nevoilor de energie în creștere pe termen scurt, ignorarea implicațiilor pe termen lung ale energiei nucleare poate duce la probleme și mai mari."
99,163,nuclear energy,0.7095522880554199,support,,contra,contra,Construcția centralei nucleare depășește timpul și depășește bugetul „Cazul împotriva energiei nucleare”.,"Cu toate acestea, exploatarea centralelor nucleare mai mult decât a fost planificat inițial poate fi destul de periculoasă, deoarece orice instalație sau aparat tehnic devine de obicei mai supărătoare spre sfârșitul speranței de viață planificate."
62,100,nuclear energy,0.6846872568130493,attack,,pro,contra,Avantaje Energia nucleară poate genera o cantitate mare de energie fără a arunca poluarea aerului în timpul funcționării.,"Pur și simplu pentru că focul avea un potențial mai mare pentru bine decât pentru rău nu înseamnă că același lucru este valabil și pentru energia nucleară. """
95,100,nuclear energy,0.6840599775314331,support,,contra,contra,"Deci energia nucleară , care poate genera doar electricitate , este aproape irelevantă .","Pur și simplu pentru că focul avea un potențial mai mare pentru bine decât pentru rău nu înseamnă că același lucru este valabil și pentru energia nucleară. """
97,100,nuclear energy,0.6803023219108582,support,,contra,contra,"Cu toate acestea, centralele nucleare nu reprezintă o îmbunătățire semnificativă față de centralele convenționale pe cărbune, în ciuda afirmațiilor că nuclearul este „energia aerului curat”. ’","Pur și simplu pentru că focul avea un potențial mai mare pentru bine decât pentru rău nu înseamnă că același lucru este valabil și pentru energia nucleară. """
101,148,nuclear energy,0.6879374980926514,support,,contra,contra,"În consecință, deșeurile radioactive de nivel înalt necesită un tratament și un management sofisticat pentru a le izola cu succes de biosferă.","Deșeuri radioactive: Întregul lanț de combustibil nuclear, de la minerit la măcinat, procesare, îmbogățire, fabricarea combustibilului și iradierea combustibilului în reactoare, generează deșeuri radioactive."
101,144,nuclear energy,0.6716182827949524,support,,contra,contra,"În consecință, deșeurile radioactive de nivel înalt necesită un tratament și un management sofisticat pentru a le izola cu succes de biosferă.","Mai rău, industria nucleară vrea să reproceseze deșeurile pentru a obține mai multă energie din uraniu din ce în ce mai rar."
101,126,nuclear energy,0.6547049283981323,support,,contra,contra,"În consecință, deșeurile radioactive de nivel înalt necesită un tratament și un management sofisticat pentru a le izola cu succes de biosferă.","Estimările de costuri trebuie să ia în considerare , de asemenea , costurile de dezafectare a instalațiilor și de depozitarea deșeurilor nucleare ."
103,151,nuclear energy,0.7057141065597534,support,,contra,contra,"Contribuabilii, nu industria nucleară, își asumă riscurile de dezastru „6 motive împotriva energiei nucleare”.","Cu cât sunt construite mai multe centrale nucleare (și adăposturi de depozitare a deșeurilor nucleare), cu atât este mai mare probabilitatea unei eșecuri dezastruoase undeva în lume. """
103,128,nuclear energy,0.6996660232543945,support,,contra,contra,"Contribuabilii, nu industria nucleară, își asumă riscurile de dezastru „6 motive împotriva energiei nucleare”.","Deși construirea de centrale nucleare sigure poate fi fezabilă și poate ajuta la satisfacerea nevoilor de energie în creștere pe termen scurt, ignorarea implicațiilor pe termen lung ale energiei nucleare poate duce la probleme și mai mari."
50,107,nuclear energy,0.7301090955734253,attack,,pro,contra,"În ciuda depășirii costurilor de construcție, majoritatea centralelor nucleare produc energie electrică la costuri competitive.",Această nepotrivire rezultă în principal din eficienţa slabă a consumului de energie electrică în comparaţie cu alţi purtători de energie şi din pierderile de transport asociate centralelor nucleare care sunt de obicei situate departe de sursele de cerere.
79,107,nuclear energy,0.7235140800476074,attack,,pro,contra,"Cantitatea de combustibil necesară unei centrale nucleare este comparativ mai mică decât cea cerută de alte centrale electrice, deoarece energia eliberată de fisiunea nucleară este de aproximativ zece milioane de ori mai mare decât cantitatea de energie eliberată de atomul de combustibil fosil.",Această nepotrivire rezultă în principal din eficienţa slabă a consumului de energie electrică în comparaţie cu alţi purtători de energie şi din pierderile de transport asociate centralelor nucleare care sunt de obicei situate departe de sursele de cerere.
107,115,nuclear energy,0.708209216594696,support,,contra,contra,Această nepotrivire rezultă în principal din eficienţa slabă a consumului de energie electrică în comparaţie cu alţi purtători de energie şi din pierderile de transport asociate centralelor nucleare care sunt de obicei situate departe de sursele de cerere.,"Comparativ cu 2010 , industria nucleară a produs cu 11 % mai puţină energie electrică în 2012 ."
98,108,nuclear energy,0.7119523286819458,support,,contra,contra,"De-a lungul timpului, combustibilul nuclear uzat se descompune la niveluri radioactive sigure, dar acest proces durează zeci de mii de ani.","Furnizarea sa este nesfârșită, spre deosebire de cea a energiei nucleare."
95,108,nuclear energy,0.7026612758636475,support,,contra,contra,"Deci energia nucleară , care poate genera doar electricitate , este aproape irelevantă .","Furnizarea sa este nesfârșită, spre deosebire de cea a energiei nucleare."
109,157,nuclear energy,0.7385740280151367,support,,contra,contra,Centralele nucleare sunt atât de periculoase încât nicio companie de asigurări nu se va angaja să plătească costurile totale ale unui dezastru sau al unui atac terorist.,"Deși nicio tehnologie nu poate fi perfect sigură, energia nucleară este o tehnologie în mod inerent riscantă, iar reducerea la minimum a riscurilor necesită standarde și practici stricte de siguranță."
109,132,nuclear energy,0.6835458278656006,support,,contra,contra,Centralele nucleare sunt atât de periculoase încât nicio companie de asigurări nu se va angaja să plătească costurile totale ale unui dezastru sau al unui atac terorist.,"Din nou, fără această indemnizație, fără subvențiile guvernamentale și garanțiile de împrumut și scutiri fiscale, industria nucleară nu ar putea exista; legile pieţei libere nu au voie să se aplice energiei nucleare ."
94,109,nuclear energy,0.6757270097732544,support,,contra,contra,"Reactoarele nucleare sunt ținte majore pentru teroriști: din cauza potențialei amenințări de distrugere în masă, centralele nucleare sunt ținte majore pentru teroriști.",Centralele nucleare sunt atât de periculoase încât nicio companie de asigurări nu se va angaja să plătească costurile totale ale unui dezastru sau al unui atac terorist.
111,144,nuclear energy,0.6815598011016846,support,,contra,contra,Deșeurile nucleare nu sunt reprocesate decât în ​​foarte puține țări.,"Mai rău, industria nucleară vrea să reproceseze deșeurile pentru a obține mai multă energie din uraniu din ce în ce mai rar."
111,151,nuclear energy,0.6519980430603027,support,,contra,contra,Deșeurile nucleare nu sunt reprocesate decât în ​​foarte puține țări.,"Cu cât sunt construite mai multe centrale nucleare (și adăposturi de depozitare a deșeurilor nucleare), cu atât este mai mare probabilitatea unei eșecuri dezastruoase undeva în lume. """
22,113,nuclear energy,0.7065987586975098,attack,,pro,contra,Cifrele sale arată că energia nucleară este singura sursă care poate provoca combustibilii fosili care schimbă climatul și distrug mediul pentru supremație în asigurarea nevoilor de energie ale lumii.,"Ce rost are energia nucleară în Austraila, este doar o talie a spațiului."
