topic,sentence_en,sentence_ro,annotation,set
minimum wage,Raising the federal minimum wage is an important part of strengthening the economy .,Creșterea salariului minim federal este o parte importantă a consolidării economiei.,Argument_for,test
minimum wage,Since firms are allowed to pay poverty-level wages to 3.6 million people -- 5 percent of the workforce -- these workers must rely on Federal income support programs .,"Deoarece firmelor li se permite să plătească salarii la nivelul sărăciei pentru 3,6 milioane de oameni -- 5% din forța de muncă -- acești lucrători trebuie să se bazeze pe programele federale de sprijinire a veniturilor.",Argument_for,test
minimum wage,"In fact , the most current research shows that a higher minimum wage does increase unemployment ; however , the more important economic reality is that a higher minimum wage increases the cost of low-skilled labor .","De fapt, cele mai actuale cercetări arată că un salariu minim mai mare crește șomajul; cu toate acestea, realitatea economică mai importantă este că un salariu minim mai mare crește costul forței de muncă slab calificate.",Argument_against,train
minimum wage,"In standard models of competitive markets , anything that artificially raises the price of labour will curb demand for it , and the first to lose their jobs will be the least-skilled workers .","În modelele standard de piețe competitive, orice lucru care crește artificial prețul forței de muncă va reduce cererea pentru aceasta, iar primii care își vor pierde locurile de muncă vor fi muncitorii cel mai puțin calificați.",Argument_against,train
minimum wage,"Sanderson and many other economists and public policy experts fear a number of unintended consequences if the minimum wage is raised from its current level to $ 10.10 per hour , as President Barack Obama has proposed .","Sanderson și mulți alți economiști și experți în politici publice se tem de o serie de consecințe nedorite dacă salariul minim este crescut de la nivelul actual la 10,10 dolari pe oră, așa cum a propus președintele Barack Obama.",Argument_against,train
minimum wage,They commonly estimate that a 10 percent wage hike will reduce teen employment by somewhere around 1 to 3 percent .,Ei estimează în mod obișnuit că o creștere a salariului cu 10 la sută va reduce ocuparea forței de muncă a adolescenților cu aproximativ 1 până la 3 la sută.,Argument_against,train
minimum wage,"Meanwhile , economists like Jess Rothstein of the University of California , Berkeley , argue that by drawing more people into the labor market , the EITC actually pushes down wages .","Între timp, economiști precum Jess Rothstein de la Universitatea din California, Berkeley, susțin că, atragând mai mulți oameni pe piața muncii, EITC de fapt împinge salariile în jos.",Argument_against,train
minimum wage,"Some companies will be able to absorb the increased labor costs , while others with thin profit margins might cut their workforce or raise prices .","Unele companii vor putea absorbi costurile crescute cu forța de muncă, în timp ce altele, cu marje de profit reduse, își pot reduce forța de muncă sau își pot crește prețurile.",Argument_against,train
minimum wage,"If employers have monopsony power as buyers of labour and are able to set wages , for instance , they can keep pay below its competitive rate .","Dacă angajatorii au putere de monopson ca cumpărători de forță de muncă și sunt capabili să stabilească salarii, de exemplu, ei pot menține salariul sub rata competitivă.",Argument_against,train
minimum wage,"The main potential negative impact of raising the minimum wage is the loss of close to 500,000 jobs , which comes out to around 0.3 % decrease in employment .","Principalul impact negativ potențial al creșterii salariului minim este pierderea a aproape 500.000 de locuri de muncă, care rezultă într-o scădere de aproximativ 0,3% a ocupării forței de muncă.",Argument_against,train
minimum wage,"And of course , you can also expect to hear conservatives shout back that the idea is a job killer .","Și, desigur, vă puteți aștepta, de asemenea, să auziți conservatorii strigând că ideea este un ucigaș de locuri de muncă.",Argument_against,train
minimum wage,"According to a recent report by CBS News , the shift is harder on small business owners , many of whom are trying to figure out ways to generate additional income .","Potrivit unui raport recent al CBS News, schimbarea este mai grea pentru proprietarii de afaceri mici, dintre care mulți încearcă să găsească modalități de a genera venituri suplimentare.",Argument_against,train
minimum wage,"And even if the local experiments are successful , I think that targeted living wage initiatives are a better idea than a federal minimum wage .","Și chiar dacă experimentele locale au succes, cred că inițiativele de salariu de trai direcționate sunt o idee mai bună decât un salariu minim federal.",Argument_against,train
minimum wage,The minimum wage will price the services of the least productive ( and therefore lowest-wage ) workers out of the market .,"Salariul minim va stabili prețul serviciilor celor mai puțin productivi (și, prin urmare, cu cel mai mic salariu) de pe piață.",Argument_against,train
minimum wage,Some small businesses can not afford to pay minimum wages .,Unele întreprinderi mici nu își pot permite să plătească salariul minim.,Argument_against,train
minimum wage,"While larger entities can tolerate the offset , smaller entities can not .","În timp ce entitățile mai mari pot tolera compensarea, entitățile mai mici nu pot.",Argument_against,train
minimum wage,"He found that the "" minimum wage reduces net job growth , primarily through its effect on job creation "" and that those effects "" are most pronounced for younger workers and in industries with a higher proportion of low-wage workers . ""","El a descoperit că „salariul minim reduce creșterea netă a locurilor de muncă, în primul rând prin efectul său asupra creării de locuri de muncă” și că acele efecte „sunt cele mai pronunțate pentru lucrătorii mai tineri și în industriile cu o proporție mai mare de lucrători cu salarii mici”.",Argument_against,train
minimum wage,"In the view of its opponents , the minimum wage — or raising an existing minimum — will always and inevitably damage the economy , kill jobs , doom American freedom , and/or harm the very people that it is meant to help .","În opinia oponenților săi, salariul minim – sau creșterea unui minim existent – ​​va deteriora întotdeauna și inevitabil economia, va ucide locuri de muncă, va condamna libertatea americană și/sau va dăuna însăși oamenilor pe care este menit să îi ajute.",Argument_against,train
minimum wage,"On the other hand , an assessment of data collected and analyzed by Neumark and Wascher did not initially contradict the Card and Krueger results , but in a later edited version they found a four percent decrease in employment , and reported that "" the estimated disemployment effects in the payroll data are often statistically significant at the 5 - or 10-percent level although there are some estimators and subsamples that yield insignificant — although almost always negative "" employment effects .","Pe de altă parte, o evaluare a datelor colectate și analizate de Neumark și Wascher nu a contrazis inițial rezultatele Card și Krueger, dar într-o versiune editată ulterioară au constatat o scădere cu patru procente a ocupării forței de muncă și au raportat că „efectele estimate ale șomajului în datele privind salariile sunt adesea semnificative din punct de vedere statistic la nivel de 5 sau 10 procente, deși există întotdeauna niște estimatori aproape nesemnificativi și nesemnificativi. efectele angajării.",Argument_against,train
minimum wage,Making the entry-level jobs higher paying increases the risk that workers will get stuck in them for longer instead of moving on to something more rewarding .,Punerea locurilor de muncă la nivel de intrare mai bine plătite crește riscul ca lucrătorii să rămână blocați în ele mai mult timp în loc să treacă la ceva mai plină de satisfacții.,Argument_against,train
minimum wage,"Because the minimum wage has never been tied to inflation , its value has eroded significantly , and many economists say that has contributed mightily to the growth in income inequality .","Deoarece salariul minim nu a fost niciodată legat de inflație, valoarea lui sa erodat semnificativ și mulți economiști spun că acest lucru a contribuit puternic la creșterea inegalității veniturilor.",Argument_against,train
minimum wage,"Minimum wage laws discriminate against unskilled workers in favor of skilled workers , and the greatest amount of discrimination takes place against minority groups , like blacks .","Legile privind salariul minim discriminează lucrătorii necalificați în favoarea lucrătorilor calificați, iar cea mai mare cantitate de discriminare are loc împotriva grupurilor minoritare, precum negrii.",Argument_against,train
minimum wage,Labor costs are the largest share of the budget for many businesses .,Costurile cu forța de muncă reprezintă cea mai mare parte a bugetului pentru multe întreprinderi.,Argument_against,train
minimum wage,It ’s amazing to me that some black leaders want an increase in the minimum wage . ”,Este uimitor pentru mine că unii lideri de culoare doresc o creștere a salariului minim. ,Argument_against,train
minimum wage,The minimum wage law actually hurts unions .,Legea salariului minim dăunează efectiv sindicatelor .,Argument_against,train
minimum wage,"And those employers , in turn , would be unable to hire as many people -- an undesirable result when unemployment continues to hover at about 8 percent .","Și acei angajatori, la rândul lor, nu ar putea angaja atât de mulți oameni - un rezultat nedorit atunci când șomajul continuă să se situeze la aproximativ 8%.",Argument_against,train
minimum wage,This is a huge burden to businesses but the cost will get pasted on to consumers .,"Aceasta este o povară uriașă pentru întreprinderi, dar costul va fi lipit de consumatori.",Argument_against,train
minimum wage,"The manager of one Louisiana lumber company claimed that while the low cost of living in the South meant employers had n’t resorted to “ labor-saving machinery ” thus far , wage increases beyond a certain point would force them into doing so and “ eliminating over half of [ their ] men . ”","Managerul unei companii de cherestea din Louisiana a susținut că, în timp ce costul scăzut al vieții în sud însemna că angajatorii nu au recurs până acum la „mașini care economisesc forța de muncă”, creșterile salariale dincolo de un anumit punct i-ar forța să facă acest lucru și „eliminând peste jumătate dintre oamenii lor”.",Argument_against,train
minimum wage,"Let the terms and conditions of wages be set by mutual agreement , not by government control and fiat .","Lăsați termenii și condițiile de salarizare să fie stabilite de comun acord, nu de controlul guvernamental și fiat.",Argument_against,train
minimum wage,Businesses are sometimes forced to hire fewer employees because they must pay minimum wage .,"Întreprinderile sunt uneori forțate să angajeze mai puțini angajați, deoarece trebuie să plătească salariul minim.",Argument_against,train
minimum wage,"Even if workers are getting a competitive wage , many of us are deeply disturbed that some hard-working families still have very little .","Chiar dacă lucrătorii primesc un salariu competitiv, mulți dintre noi sunt profund deranjați de faptul că unele familii muncitoare au încă foarte puțin.",Argument_against,train
minimum wage,Many unskilled workers will be unable to find work and will be denied valuable on-the-job training and the opportunity to acquire experience and skills .,Mulți lucrători necalificați nu vor putea găsi de lucru și li se va refuza o pregătire valoroasă la locul de muncă și posibilitatea de a dobândi experiență și abilități.,Argument_against,train
minimum wage,""" If they want good jobs , they need to go to school ! ""","„Dacă vor locuri de muncă bune, trebuie să meargă la școală!”",Argument_against,train
minimum wage,"Undoubtedly we would have to liquidate . ""","Fără îndoială ar trebui să lichidăm. """,Argument_against,train
minimum wage,"Others , particularly those with the lowest prelegislation wage rates , will be unable to find work .","Alţii, în special cei cu cele mai scăzute salarii de prelegislare, nu vor putea găsi de lucru.",Argument_against,train
minimum wage,"It could take time for low-wage employers to develop business models that allow them to get away with fewer less-skilled employees , meaning that we do n’t see the full effect of a hike right away .","Ar putea dura timp pentru angajatorii cu salarii mici să dezvolte modele de afaceri care să le permită să scape cu mai puțini angajați mai puțin calificați , ceea ce înseamnă că nu vedem imediat efectul total al unei creșteri .",Argument_against,train
minimum wage,"Guy L. Harrington of the National Publishers ’ Association warned the imposition of a minimum wage would “ throw all substandard or marginal workers out of employment as a burden to society , ” while Battle presented letters from two different businesses claiming low-skill workers – or “ those who are not sufficiently competent to earn their pay ” – would quickly lose their jobs once the law was passed .","Guy L. Harrington de la National Publishers’ Association a avertizat că impunerea unui salariu minim va „arunca din angajare pe toți lucrătorii substandard sau marginali, ca o povară pentru societate”, în timp ce Battle a prezentat scrisori de la două companii diferite în care susțineau că lucrătorii slab calificați – sau „cei care nu sunt suficient de competenți pentru a-și câștiga salariul” – își vor pierde rapid locurile de muncă odată ce legea va fi adoptată.",Argument_against,train
minimum wage,Minimum wages are not a cure for poverty .,Salariul minim nu este un remediu pentru sărăcie.,Argument_against,train
minimum wage,"A much better idea would be local “ living wage ” campaigns , each one pushing for a number that is appropriate to specific job markets .","O idee mult mai bună ar fi campaniile locale de „salariu de trai”, fiecare făcând presiuni pentru un număr care este adecvat piețelor de muncă specifice.",Argument_against,train
minimum wage,But I would not have gotten those jobs if someone had to pay me a large amount of money .,Dar nu aș fi obținut acele locuri de muncă dacă cineva ar fi trebuit să-mi plătească o sumă mare de bani.,Argument_against,train
minimum wage,"“ In sum , "" they wrote , "" we view the literature — when read broadly and critically — as largely solidifying the conventional view that minimum wages reduce employment among low-skilled workers .","„În concluzie,” au scris ei, „considerăm literatura – atunci când este citită pe scară largă și critic – ca solidificând în mare măsură opinia convențională că salariile minime reduc ocuparea forței de muncă în rândul lucrătorilor cu calificare scăzută.",Argument_against,train
minimum wage,"After all , there are millions of workers making $ 8 or $ 9 an hour assembling burgers or changing sheets who might be affected by a hike .","La urma urmei, există milioane de muncitori care câștigă 8 sau 9 dolari pe oră, adunând burgeri sau schimbând cearșafurile, care ar putea fi afectați de o excursie.",Argument_against,train
minimum wage,"But most of their colleagues disagreed ; and until about 1990 , most empirical studies found that higher minimum wages cost jobs , particularly among young workers .","Dar majoritatea colegilor lor nu au fost de acord; iar până în jurul anului 1990, majoritatea studiilor empirice au constatat că salariile minime mai mari costă locuri de muncă, în special în rândul tinerilor lucrători.",Argument_against,train
minimum wage,"Because there are much better alternatives to help poor families , and because the minimum wage is a dishonest approach that hides the true cost of the policy .",Pentru că există alternative mult mai bune pentru a ajuta familiile sărace și pentru că salariul minim este o abordare necinstită care ascunde adevăratul cost al politicii.,Argument_against,train
minimum wage,"Similarly , Marco Rubio protested that , "" if you raise the minimum wage , you 're going to make people more expensive than a machine . ""","În mod similar , Marco Rubio a protestat că "" dacă ridici salariul minim , vei face oamenii mai scumpi decât o mașinărie "" .",Argument_against,train
minimum wage,"This trend was more pronounced in the fast food and hotel sectors — more than 80 percent of franchised fast food owners said they would be more likely to reduce hiring , versus 58 percent of non-fast-food restaurant owners .","Această tendință a fost mai pronunțată în sectoarele fast-food și hotelier – mai mult de 80% dintre proprietarii de fast-food francizați au declarat că ar avea mai multe șanse să reducă angajările, față de 58% dintre proprietarii de restaurante non-fast-food.",Argument_against,train
minimum wage,"In addition , a majority considered disemployment to be a moderate potential drawback to the increase they supported .","În plus , majoritatea a considerat șomajul ca fiind un dezavantaj potențial moderat al creșterii pe care o susțineau .",Argument_against,train
minimum wage,Bastian believes businesses are going to look to outsource to foreign countries with competitive wages or replace employees with technology .,Bastian crede că afacerile vor căuta să externalizeze în țări străine cu salarii competitive sau să înlocuiască angajații cu tehnologie.,Argument_against,train
minimum wage,"Overall , if costs of living go up , then we may end up right back where we started .","În general, dacă costurile de trai cresc, atunci s-ar putea să ajungem înapoi de unde am început.",Argument_against,train
minimum wage,""" Minimum-wage jobs are meant for high school students ! """,„Locuri de muncă cu salariu minim sunt destinate elevilor de liceu!”,Argument_against,train
minimum wage,"My view is that the labor market is changing in ways that make huge minimum wage hikes , like the one backed by the Fight for 15 movement , very dangerous .","Părerea mea este că piața muncii se schimbă în moduri care fac ca majorările uriașe ale salariului minim, precum cea susținută de mișcarea Lupta pentru 15, să fie foarte periculoase.",Argument_against,train
minimum wage,It only reaches half of those it is intended to help and not in a positive way .,Ajunge doar la jumătate din cei pe care intenționează să îi ajute și nu într-un mod pozitiv.,Argument_against,train
minimum wage,I have a business partner who said he will have to increase his prices by 40 percent if it happens . ”,Am un partener de afaceri care a spus că va trebui să-și crească prețurile cu 40 la sută dacă se întâmplă. ”,Argument_against,train
minimum wage,It is therefore better to let the market take its course and allow businesses to gradually raise their wages of their own accord .,"Prin urmare, este mai bine să lăsați piața să-și urmeze cursul și să permiteți întreprinderilor să își crească treptat salariile de la sine.",Argument_against,train
minimum wage,Ngoussou says businesses like his need a break on taxes and fees .,Ngoussou spune că afacerile ca a lui au nevoie de o reducere a impozitelor și taxelor.,Argument_against,train
minimum wage,"And I just think it 's much to do , minimum wage is much to do about nothing .","Și cred că este mult de făcut, salariul minim este mult de făcut pentru nimic.",Argument_against,train
minimum wage,"A number of those testifying , such Noel Sargent of NAM , even argued that the bill would "" make the next depression worse than would otherwise be the case . ""","Câțiva dintre cei care au depus mărturie, cum ar fi Noel Sargent de la NAM, au susținut chiar că proiectul de lege va „agrava următoarea depresie decât ar fi cazul”.",Argument_against,train
minimum wage,"The higher cost of labor may translate into higher unemployment for low-skilled workers , reduced hours , loss of benefits , a higher work demand , or even higher prices for the goods they supply .","Costul mai mare al forței de muncă se poate traduce printr-un șomaj mai mare pentru lucrătorii cu calificare scăzută, orele reduse, pierderea beneficiilor, o cerere mai mare de muncă sau chiar prețuri mai mari pentru bunurile pe care le furnizează.",Argument_against,train
minimum wage,"It means higher pay for low-wage Americans , but some people argue that even raising it to $ 9 would ultimately boost unemployment , as employers will be able to afford to hire fewer workers .","Înseamnă plăți mai mari pentru americanii cu salarii mici, dar unii oameni susțin că chiar și creșterea acestuia la 9 dolari ar crește în cele din urmă șomajul, deoarece angajatorii își vor putea permite să angajeze mai puțini lucrători.",Argument_against,train
minimum wage,Living wage varies drastically depending on location and circumstance .,Salariul de trai variază drastic în funcție de locație și circumstanță.,Argument_against,val
minimum wage,"Ordering businesses to pay entry-level workers more will make them hire fewer of them , and consider replacing more workers with robots or computers .",Ordonarea companiilor să plătească mai mult lucrătorilor de la nivel de bază le va face să angajeze mai puțini dintre ei și să ia în considerare înlocuirea mai multor lucrători cu roboți sau computere.,Argument_against,val
minimum wage,"Or , we all will be paying more for our provisions .","Sau, cu toții vom plăti mai mult pentru proviziile noastre.",Argument_against,val
minimum wage,"In the business sector , concerns include the expected increased cost of doing business , threats to profitability , rising levels of unemployment ( and subsequent higher government expenditure on welfare benefits raising tax rates ) , and the possible knock-on effects to the wages of more experienced workers who might already be earning the new statutory minimum wage , or slightly more .","În sectorul de afaceri, preocupările includ creșterea preconizată a costurilor de desfășurare a afacerilor, amenințările la adresa profitabilității, nivelurile în creștere ale șomajului (și cheltuielile guvernamentale mai mari ulterioare pentru beneficiile sociale, creșterea cotelor de impozitare) și posibilele efecte secundare asupra salariilor lucrătorilor mai experimentați care ar putea câștiga deja noul salariu minim legal mai mult sau.",Argument_against,val
minimum wage,A minimum wage hike is simply an ineffective way to help Americans rise out of poverty .,O creștere a salariului minim este pur și simplu o modalitate ineficientă de a ajuta americanii să iasă din sărăcie.,Argument_against,val
minimum wage,"At the time it was passed , opponents promised it would kill jobs and ultimately hurt the workers it was designed to help .","La momentul în care a fost adoptată, oponenții au promis că va ucide locuri de muncă și, în cele din urmă, va răni muncitorii pe care a fost proiectat să îi ajute.",Argument_against,val
minimum wage,"Historically , economists ' scepticism was rooted in the worry that wage floors reduce employment .","Din punct de vedere istoric, scepticismul economiștilor își are rădăcinile în îngrijorarea că limitele salariale reduc ocuparea forței de muncă.",Argument_against,val
minimum wage,For people that work and depend on the government for some sort of subsidy like food stamps ( the food and nutrition program through the USDA ) they would lose the bulk of the assistance which would NOT make up for the loss of benefits .,"Pentru oamenii care lucrează și depind de guvern pentru un fel de subvenție, cum ar fi timbrele alimentare (programul de alimentație și nutriție prin USDA), ei ar pierde cea mai mare parte a asistenței care NU ar compensa pierderea beneficiilor.",Argument_against,val
minimum wage,The idea that wages would n’t naturally adjust and everyone at that end of the wage scale would n’t wind up making more is laughable .,Ideea că salariile nu s-ar ajusta în mod natural și că toată lumea de la acel capăt al grilei salariale nu ar ajunge să facă mai mult este de râs.,Argument_against,val
minimum wage,They disputed Messrs Card and Krueger ’s findings for New Jersey and argued that a comparison of different states over time showed that higher minimum wages hurt jobs .,Ei au contestat concluziile domnilor Card și Krueger pentru New Jersey și au susținut că o comparație între diferite state de-a lungul timpului a arătat că salariile minime mai mari afectează locurile de muncă.,Argument_against,val
minimum wage,"Another 2011 study by Sen , Rybczynski , and Van De Waal found that "" a 10 % increase in the minimum wage is significantly correlated with a 3 − 5 % drop in teen employment . ""","Un alt studiu din 2011 al lui Sen, Rybczynski și Van De Waal a constatat că „o creștere cu 10% a salariului minim este corelată în mod semnificativ cu o scădere cu 3-5% a angajării adolescenților”.",Argument_against,val
minimum wage,The pros are clearly not as valuable as they were when the laws governing minimum wage were first started .,"În mod clar, profesioniștii nu sunt la fel de valoroși ca atunci când au fost începute legile care guvernează salariul minim.",Argument_against,val
minimum wage,"The job losses could occur as a result of higher wages placing a greater strain on companies , which could lead to cutting jobs , reducing employee hours , and other methods to save the company money .","Pierderile de locuri de muncă ar putea apărea ca urmare a salariilor mai mari care pun o presiune mai mare asupra companiilor, ceea ce ar putea duce la tăierea locurilor de muncă, reducerea orelor de muncă și la alte metode de economisire a banilor companiei.",Argument_against,val
minimum wage,"Fact is , minimum wage laws lock young people out of the labor market .",Adevărul este că legile privind salariul minim blochează tinerii de pe piața muncii.,Argument_against,test
minimum wage,"Thomas Grennes , MA , Professor Emeritus at North Carolina State University , and Andris Strazds , MSc , Lecturer at the Stockholm School of Economics in Riga ( Latvia ) , stated : "" the net effect of higher minimum wages would be unfavorable for impoverished households , even if there are no job losses .","Thomas Grennes , MA , profesor emerit la Universitatea de Stat din Carolina de Nord , și Andris Strazds , MSc , lector la Stockholm School of Economics din Riga ( Letonia ) , au declarat: „efectul net al salariilor minime mai mari ar fi nefavorabil pentru gospodăriile sărace, chiar dacă nu există pierderi de locuri de muncă.",Argument_against,test
minimum wage,Why throw more money at someone who is content with staying put .,De ce să arunci mai mulți bani în cineva care se mulțumește să rămână pe loc.,Argument_against,test
minimum wage,Myth : Raising the federal tipped minimum wage ( $ 2.13 per hour since 1991 ) would lead to restaurant job losses .,"Mit: Creșterea salariului minim cu bacșiș federal (2,13 dolari pe oră din 1991) ar duce la pierderea locurilor de muncă în restaurante.",Argument_against,test
minimum wage,"Of course , this does not mean that raising the minimum wage would n’t be greatly beneficial to those earning it , but ultimately it does not help those who do not already have jobs to begin with .","Desigur, acest lucru nu înseamnă că creșterea salariului minim nu ar fi foarte benefică pentru cei care îl câștigă, dar, în cele din urmă, nu îi ajută pe cei care nu au deja un loc de muncă pentru început.",Argument_against,test
minimum wage,"Competition Will Intensify : If minimum wage increases , overly qualified individuals will be vying for minimum wage positions , pushing younger , inexperienced workers out of the running and robbing them of their opportunity to gain experience and knowledge to build a resume for themselves and enter the workforce .","Concurența se va intensifica: dacă salariul minim crește, persoanele prea calificate vor lupta pentru poziții cu salariul minim, împingând lucrătorii mai tineri și fără experiență din competiție și răpindu-le oportunitatea de a câștiga experiență și cunoștințe pentru a-și construi un CV și a intra în forța de muncă.",Argument_against,test
minimum wage,"NBC News found that the price of a cup of coffee went up by 10 to 20 % in Oakland , California , after a 36 % minimum wage hike in the city to $ 12.25 .","NBC News a descoperit că prețul unei cești de cafea a crescut cu 10 până la 20% în Oakland, California, după o creștere a salariului minim de 36% în oraș, la 12,25 dolari.",Argument_against,test
minimum wage,"James Dorn , PhD , Senior Fellow at the Cato Institute , stated that a 10 % increase in the minimum wage "" leads to a 1 to 3 percent decrease in employment of low-skilled workers "" in the short term , and "" to a larger decrease in the long run . ""","James Dorn, PhD, Senior Fellow la Institutul Cato, a declarat că o creștere cu 10% a salariului minim „conduce la o scădere cu 1 până la 3% a angajării lucrătorilor slab calificați” pe termen scurt și „la o scădere mai mare pe termen lung”.",Argument_against,test
minimum wage,"Fewer Hirings : If business must pay their minimum wage employees more , they can not afford to hire as many employees .","Mai puține angajări: dacă afacerile trebuie să plătească salariul minim mai mult angajaților, nu își pot permite să angajeze atât de mulți angajați.",Argument_against,test
minimum wage,Increasing the federal minimum wage would disproportionately harm the poorest areas of the United States .,Creșterea salariului minim federal ar dăuna în mod disproporționat celor mai sărace zone ale Statelor Unite.,Argument_against,test
minimum wage,"Some staff at the Seattle-area nonprofit organization , Full Life Care , asked for a reduction in hours after the minimum wage was raised , citing concerns that the increase will mean they lose their housing subsidies yet they are still unable to afford market-rate rents .","Unii angajați ai organizației nonprofit din zona Seattle, Full Life Care, au cerut o reducere a orelor după ce a fost majorat salariul minim, invocând îngrijorarea că creșterea va însemna că își vor pierde subvențiile pentru locuințe, dar încă nu își pot permite chirii la prețul pieței.",Argument_against,test
minimum wage,Not true : The typical minimum wage worker is not a high school student earning weekend pocket money .,Nu este adevărat: muncitorul obișnuit cu salariul minim nu este un elev de liceu care câștigă bani de buzunar în weekend.,Argument_against,test
minimum wage,The editorial staff reserves the right to take down comments it deems inappropriate .,Redacția își rezervă dreptul de a elimina comentariile pe care le consideră nepotrivite.,NoArgument,train
minimum wage,What Does it All Mean ?,Ce înseamnă totul?,NoArgument,train
minimum wage,But the real world is more complicated than Economics 101 or price floors or supply and demand curves would have you believe .,Dar lumea reală este mai complicată decât ți-ar face să crezi Economie 101 sau pragurile de preț sau curbele cererii și ofertei.,NoArgument,train
minimum wage,"Retrieved December 29 , 2007 .",Recuperat la 29 decembrie 2007 .,NoArgument,train
minimum wage,Does it help the poor ?,Îi ajută pe cei săraci?,NoArgument,train
minimum wage,"Justices raised pointed questions about the nature of the city charter in Minneapolis , and what exactly a city "" function "" involved — trying to differentiate between specific city activities and a local government 's general responsibilities .",Judecătorii au ridicat întrebări ascuțite cu privire la natura statutului orașului din Minneapolis și ce anume implica o „funcție” orașului – încercarea de a diferenția între activitățile specifice ale orașului și responsabilitățile generale ale guvernului local.,NoArgument,train
minimum wage,Contiguous counties with different minimum wages are in purple .,Județele învecinate cu salarii minime diferite sunt în violet.,NoArgument,train
minimum wage,"Daniel B. Klein and Stewart Dompe conclude , on the basis of previous surveys , "" the average level of support for the minimum wage is somewhat higher among labor economists than among AEA members . ""","Daniel B. Klein şi Stewart Dompe concluzionează , pe baza anchetelor anterioare , "" nivelul mediu de sprijin pentru salariul minim este ceva mai mare în rândul economiştilor de muncă decât în ​​rândul membrilor AEA "" .",NoArgument,train
minimum wage,Simply click here to receive your free copy of our new report that details how you can take advantage of these strategies .,Pur și simplu faceți clic aici pentru a primi copia gratuită a noului nostru raport care detaliază cum puteți profita de aceste strategii.,NoArgument,train
minimum wage,"But in a way , that 's also the wrong question .","Dar într-un fel, aceasta este și întrebarea greșită.",NoArgument,train
minimum wage,"When one crab tries to make its exit from captivity , though , what actually happens is that the others pull it right back down .","Când un crab încearcă să iasă din captivitate , ceea ce se întâmplă de fapt este că ceilalți îl trag înapoi în jos .",NoArgument,train
minimum wage,This worshipping of unfettered immigration is causing the destruction of this country and denying it is dishonest .,Această adorare a imigrației neîngrădite provoacă distrugerea acestei țări și negarea ei este necinstită.,NoArgument,train
minimum wage,Let 's say that those relatively few people are suddenly paid $ 19 an hour .,Să presupunem că acei oameni relativ puțini sunt plătiți brusc cu 19 dolari pe oră.,NoArgument,train
minimum wage,"These numbers come from looking at the current poverty rates of low wage workers , in particular .","Aceste cifre provin din analiza ratelor actuale de sărăcie ale lucrătorilor cu salarii mici, în special.",NoArgument,train
minimum wage,Where does this all leave the minimum wage ?,Unde lasă toate acestea salariul minim?,NoArgument,train
minimum wage,"But Sommers continues , calling out three key benefits that balance increased payroll costs .","Dar Sommers continuă, menționând trei beneficii cheie care echilibrează costurile crescute cu salariile.",NoArgument,train
minimum wage,"Alaska , Oregon , California , Montana and Washington have the lowest percentage of minimum wage workers .","Alaska , Oregon , California , Montana și Washington au cel mai mic procent de lucrători cu salariul minim .",NoArgument,train
minimum wage,"Cost-viability on something like that — at least to the degree that robots or touchscreens could actually replace workers , rather than simply making their job easier — is still quite a ways off , regardless of if those workers are paid $ 8 or $ 15 .","Viabilitatea costurilor pentru așa ceva – cel puțin în măsura în care roboții sau ecranele tactile ar putea înlocui efectiv lucrătorii, mai degrabă decât pur și simplu să le ușureze munca – este încă destul de departe, indiferent dacă acești lucrători sunt plătiți cu 8 dolari sau 15 dolari.",NoArgument,train
minimum wage,Sommers recently raised his workers ’ minimum wages to $ 10.10 / hour and wrote an opinion piece that ended up on the Department of Labor ’s blog .,"Sommers a ridicat recent salariul minim al lucrătorilor săi la 10,10 USD/oră și a scris un articol de opinie care a ajuns pe blogul Departamentului Muncii.",NoArgument,train
minimum wage,A recent analysis found that 13 million workers earn less than $ 9 an hour .,O analiză recentă a constatat că 13 milioane de muncitori câștigă mai puțin de 9 dolari pe oră.,NoArgument,train
minimum wage,And that has been during a period when inflation rates have been abnormally low because of the Great Recession .,Și asta sa întâmplat într-o perioadă în care ratele inflației au fost anormal de scăzute din cauza Marii Recesiuni.,NoArgument,train
minimum wage,That 's all I have room for .,Pentru asta am loc .,NoArgument,train
minimum wage,"Other economists , like David Neumark and William Wascher , disagree .","Alți economiști, precum David Neumark și William Wascher, nu sunt de acord.",NoArgument,train
minimum wage,It provides businesses with a mandate of what they have to pay their employees .,Oferă întreprinderilor un mandat privind ceea ce trebuie să plătească angajaților.,NoArgument,train
minimum wage,"When I was a youth , I paid for college with a summer job !","Când eram tânăr, am plătit facultatea cu un job de vară!",NoArgument,train
minimum wage,The Party of kill-the-minimum-wage could hardly have been more splendidly represented .,Partidul uciderii-salariu-minim cu greu ar fi putut fi mai splendid reprezentat.,NoArgument,train
minimum wage,"With that in mind , let 's have a closer look at three benefits that could be realized by raising the federal minimum wage , as well as three disadvantages of boosting the minimum wage .","Având în vedere acest lucru, să aruncăm o privire mai atentă la trei beneficii care ar putea fi realizate prin creșterea salariului minim federal, precum și la trei dezavantaje ale creșterii salariului minim.",NoArgument,train
minimum wage,"Clearly , that would be a good thing .","În mod clar , acesta ar fi un lucru bun .",NoArgument,train
